text,label,split,text_clean
anies goblok padahal gubernur sebelumnya sukses atasi banjir,negative,train,anies goblok padahal gubernur belum sukses atas banjir
"ke arab ? tidak ah panas , gersang , mending ke singapura atau ke paris . tidak levellah arab mah jadi opsi paling pantat",negative,train,arab ah panas gersang mending singapura ke paris level arab mah jadi opsi paling pantat
"kafe ini terletak agak ke dalam , patokan nya adalah belokan setelah melewati the stone kafe dan tinggal mengikuti papan petunjuk . jalan menuju sana sangat terjal . saat pergi ke sana di siang hari , tidak terlalu ramai . tempat ini banyak mengedepankan art dan galeri . terdapat galeri ukiran kayu , tempat mainan anak , bekas generator air , serta restoran . menu makanan nya cukup banyak , kebanyakan makanan barat . saya sepertinya hanya cukup sekali saja datang ke kafe itu karena kurang cocok dengan makanan barat .",negative,train,kafe letak patok nya belok lewat the stone kafe tinggal ikut papan tunjuk jalan tuju sana sangat terjal pergi sana siang hari terlalu ramai tempat banyak depan art galeri dapat galeri ukir kayu tempat main anak bekas generator air restoran menu makan nya cukup banyak banyak makan barat seperti cukup sekali datang ke kafe karena kurang cocok makan barat
"menyenangkan , makanan enak tapi ya pelayanan kurang , terlalu lama makanan yang dipesan , minuman juga enak enak",negative,train,senang makan enak ya layan kurang terlalu lama makan pes minum enak enak
"menu pilihan orang sunda sebagian besar bisa ditemukan di sini , termasuk beraneka lalapan dan sambal , bahkan ikan asin juga tersedia",positive,train,menu pilih orang sunda bagi besar temu sini masuk aneka lalap sambal bahkan ikan asin sedia
"salut sama bu risma , keberanian sama dedikasi nya untuk indonesia patut dicontoh .",positive,train,salut sama bu risma berani sama dedikasi nya indonesia patut contoh
memilih untuk memilih gubernur atau tidak adalah pilihan setiap orang .,neutral,train,pilih pilih gubernur tidak pilih orang
"makanan nya enak , apalagi saus nya . tapi minuman di sana saya rasa tidak enak . menunggu nya juga cukup lama tapi terobati oleh rasa makanan yang enak",positive,train,makan nya enak saus nya minum sana rasa enak tunggu nya cukup lama obat rasa makan enak
"sangat cocok untuk tempat makan sambil mengobrol dengan teman atau keluarga , jika hendak melihat pemandangan lampu bandung di waktu malam juga cocok , disediakan berbagai menu makanan dan minuman , juga minuman beralkohol . mantap .",positive,train,sangat cocok tempat makan obrol teman keluarga hendak lihat pandang lampu bandung waktu malam cocok sedia bagai menu makan minum minum alkohol mantap
harga-harga makanan di sini mahal tapi selalu ada diskon untuk kartu kredit tertentu . kadang hingga 50 % . dori sambal sereh nya wajib dicoba . enak banget !,positive,train,harga harga makan sini mahal selalu diskon kartu kredit tentu kadang hingga dor sambal sereh nya wajib coba enak banget
seram sekali kamar nya buat takut dan tidak nyaman,negative,train,seram sekali kamar nya buat takut tidak nyaman
"pertama kalinya makan di sini . tempat nya tidak terlalu besar , dekor nya juga biasa-biasa saja tapi tampaknya cukup populer karena menjelang jam makan siang ada antrean panjang dari pintu masuk sampai ke area prasmanan . kita bisa memilih mau duduk di meja atau lesehan . makanan yang disajikan adalah masakan sunda rumahan yang cukup beraneka ragam jenis nya . pelayanan baik dan rasanya juga cukup enak .",positive,train,pertama kali makan sini tempat nya terlalu besar dekor nya biasa biasa tapi tampak cukup populer jelang jam makan siang antre panjang pintu masuk ke area prasmanan bisa pilih mau duduk meja leseh makan saji masakan sunda rumah cukup aneka ragam jenis nya layan baik rasa cukup enak
"makanan di sini lumayan beragam , dari pasta , pancake , waffles , dan juga pizza . pelayanan lumayan cepat , tempat juga enak untuk kumpul-kumpul dengan teman lama atau keluarga . harga per orang sekitar rp 80.000 untuk makan dan minum",positive,train,makan sini lumayan agam pasta pancake waffles pizza layan lumayan cepat tempat juga enak kumpul kumpul teman lama keluarga harga per orang rp makan minum
baik,positive,train,baik
ada harga ada rupa . saya menyukai restoran ini karena harga nya murah dan kualitas masakan yang seimbang . makanan nya cukup enak kalau mau enak dan murah meriah . pelayanan nya juga serupa dengan yang kita bayar .,positive,train,harga rupa suka restoran karena harga nya murah kualitas masakan imbang makan nya cukup enak kalau mau enak murah riah layan nya rupa yang bayar
"restoran di bandung yang menjual menu 80 % babi . suasana restoran menyenangkan , meja dan kursi makan semua terbuat dari kayu . kami mencoba bakut teh , nasi besi babi , mi goreng babi , steak babi , ribs babi . semua makanan enak dan disajikan dengan cepat . porsi makannan nya cukup besar dan bisa dimakan per 2 .",positive,train,restoran bandung jual menu babi suasana restoran senang meja kursi makan semua buat kayu coba bakut teh nasi besi babi mi goreng babi steak babi ribs babi semua makan enak saji cepat porsi makannan nya cukup besar bisa makan per
"datanglah ke paskal makanan pasar di bandung dan nikmati seribuan menu dari yang enak , murah , halal dan haram . semua ada . mulai dari makanan berat dengan daging dan nasi hingga es krim dan jajanan ringan . plus : lokasi mudah dijangkau , berada di jalur utama kota bandung . harga makanan dari murah hingga sedang untuk lokasi makanan yang nyaman seperti ini . tempat parkir luas .",positive,train,datang paskal makan pasar bandung nikmat ribu menu enak murah halal haram semua mulai makan berat daging nasi hingga es krim jajan ringan plus lokasi mudah jangkau ada jalur utama kota bandung harga makan murah hingga sedang lokasi makan yang nyaman ini tempat parkir luas
banyak baju dan celana yang dijual di matahari mal,neutral,train,banyak baju celana jual matahari mal
fpi adalah kelompok yang tidak suka dengan demokrasi bikin hancur nkri,negative,train,fpi kelompok tidak suka demokrasi bikin hancur nkri
"demi allah ini sadis pak anies diginiin . pak anies itu pejabat negara dan tuan rumah jakarta , sadis biadab rezim sekarang . jangan pilih pdip dan partai pendukung penista agama .",negative,train,allah sadis pak anies diginiin pak anies jabat negara tuan rumah jakarta sadis biadab rezim sekarang jangan pilih pdip partai dukung nista agama
"menarik pilkada jawa barat ini , ada ridwan kamil berpasangan dengan tokoh dari dc universe .",neutral,train,tarik pilkada jawa barat ada ridwan kamil pasang tokoh dc universe
"konsep rumah makan yang unik . bukan hanya tempat nya yang bagus , menu masakan dan rasa masakan nya juga ciamik . beragam menu rumahan tersedia di sini . minuman nya juga enak enak . untuk kongkow juga asyik , dengan beragam cemilan dan kue . tempat nya luas dan bersih , layanan nya juga ramah , walau persiapan beberapa masakan agak lama . pokok nya one stop culinery .",positive,train,konsep rumah makan unik bukan tempat nya bagus menu masakan rasa masakan nya ciamik agam menu rumah sedia sini minum nya enak enak kongkow asyik agam cemilan kue tempat nya luas bersih layan nya ramah siap beberapa masakan lama pokok nya one stop culinery
"tempat di restaurant kampung daun ini sangat unik , dengan saung-saung dan jalan menuju saung nya berbukit . makan juga enak dan beragam tapi harga nya agak mahal dari standar restauran biasa mungkin karena tempat nya yang unik .",positive,train,tempat restaurant kampung daun sangat unik saung saung jalan tuju saung nya bukit makan enak agam harga nya mahal standar restauran biasa mungkin tempat nya unik
"tiap kali ke bandung , saya selalu makan cuanki di sini . rasanya endus dan porsi nya mantap ! tidak ada dua nya deh . selain kenyang , enak dan harga nya sangat cocok di kantong . walaupun kalau ke sini harus rela antre .",positive,train,tiap kali bandung selalu makan cuanki sini rasa endus porsi nya mantap ada nya deh kenyang enak harga nya sangat cocok kantong walaupun kalau sini rela antre
"restoran ini merupakan restoran makanan sunda . kalau makan di restoran ini , wajib pesan terong goreng . rasanya enak dan unik . pilihan menu banyak , harga nya oke .",positive,train,restoran rupa restoran makan sunda kalau makan restoran wajib pesan terong goreng rasa enak unik pilih menu banyak harga nya oke
"waktu malam-malam sekitar pukul 24 saya ke sini untuk mencari makan . pelayanan cukup ramah , rasanya enak seperti di cabang kfc yang lain",positive,train,waktu malam malam pukul ke sini cari makan layan cukup ramah rasa enak di cabang kfc lain
"selalu padat makanan cepat saji favorit dari anak muda ampe keluarga , ayam nya enak gede pas buat yang sudah keliling shopping , hanya agak sedikit lama saat mengantar dan menunggu pesanan mungkin karena banyak pesanan kali ya , setimpal dengan pocketlah .",positive,train,selalu padat makan cepat saji favorit anak muda ampe keluarga ayam nya enak gede pas buat sudah keliling shopping agak sedikit lama antar tunggu pesan mungkin banyak pesan kali timpal pocketlah
"jalan jalan ke dusun bambu sangat menarik , ada danau yang cantik , udara sejuk . ada tempat seperti sarang burung , dan makanan nya enak",positive,train,jalan jalan dusun bambu sangat tarik danau cantik udara sejuk tempat sarang burung makan nya enak
"lokasi nya tersembunyi , butuh ketelitian untuk menemukan nya . di dalam nya pemandangan indah , terutama di bagian di luar . malam hari bisa melihat kelap-kelip lampu bandung dibwah sana . furniture kayu - nya bagus-bagus , mungkin karena sekaligus merangkap sebagai showroom furniture kayu .",positive,train,lokasi nya sembunyi butuh teliti temu nya dalam nya pandang indah utama bagi luar malam hari lihat kelap kelip lampu bandung dibwah sana furniture kayu nya bagus bagus mungkin sekaligus rangkap showroom furniture kayu
jumlah pemilih dalam negeri sebanyak 185.379.878 dan pemilih luar negeri sebanyak 1.281.597 .,neutral,train,jumlah pilih negeri banyak pilih luar negeri banyak
"cocok untuk makan malam romantis dengan pasangan ketika merayakan momen berdua , makanan nya enak dan berkelas .",positive,train,cocok makan malam romantis pasang raya momen dua makan nya enak kelas
berada di lantai 2 dan sangat penuh pengujung di akhir pekan karena harga standar dan pilihan menu makanan yang cukup banyak . jarak bangku dan meja sangat dekat sehingga kurang nyaman .,negative,train,ada lantai sangat penuh ujung akhir pekan harga standar pilih menu makan cukup banyak jarak bangku meja sangat dekat kurang nyaman
"resto sunda yang didesain seperti dangau atau gubuk kecil di tengah sawah , karena sawah masih dibiarkan alami disekeliling dangau . dengan jalan setapak seakan berjalan di tengah pematang sawah . sensasi makan tersendiri bagi kita yang bosan dengan rutinitas makan di meja makan di rumah . untuk menu yang ditawarkan kurang lebih sama dengan restoran sunda lainnya .",positive,train,resto sunda desain dangau gubuk kecil tengah sawah sawah biar alami keliling dangau jalan setapak akan jalan tengah pematang sawah sensasi makan sendiri kita bosan rutinitas makan meja makan rumah menu tawar kurang lebih sama restoran sunda lain
"terletak di kompleks vila istana bunga , menyediakan berbagai menu masakan barat maupun indonesia . sambil makan menikmati pemandangan pegunungan",positive,train,letak kompleks vila istana bunga sedia bagai menu masakan barat maupun indonesia makan nikmat pandang gunung
"semua pejabat itu sama saja . yang penting mereka itu bisa memuaskan kantong mereka sendiri . maka dari itu bisa beli rumah sana sini , mobil mewah .",negative,train,semua jabat sama yang penting muas kantong sendiri dari itu bisa beli rumah sana sini mobil mewah
puas banget udang telor asin nya ajiibbb . kepiting saos padang . semua makanan nya puas banget . wajib ke sini kalau ke bandung nih,positive,train,puas banget udang telor asin nya ajiibbb kepiting saos padang semua makan nya puas banget wajib sini kalau bandung nih
"dasar baktau diri kau ! belajar beladiri bukan untuk di sombongkan ! tapi untuk dimencari prestasi di sekolah ! dan untuk melindungi diri sendiri ! guru lu aja lu pukulin apalagi orang tua lo ! dasar iblis kau , nyawa di bayar nyawa ! lu punya hutang satu nyawa ! dan nyawa lo yang jadi bayaran nya !?",negative,train,dasar baktau diri kau ajar beladiri bukan sombong untuk cari prestasi sekolah untuk lindung diri sendiri guru lu aja lu pukulin orang tua lo dasar iblis kau nyawa di bayar nyawa lu punya hutang satu nyawa nyawa lo jadi bayar nya
"minimal internet saya putus tiba-tiba , 1 rumah pakai simpati semua begitu juga tidak bisa connect internet",neutral,train,minimal internet putus tiba tiba rumah pakai simpati semua juga bisa connect internet
giri kiemas unggul di pilkada sumsel versi charta politika,neutral,train,giri kiemas unggul pilkada sumsel versi charta politika
"disarankan ada brengos nya buat sopir pariwisata , biar semangat bawa tamu ke sini nya , minimal makan dan rokok nya .",positive,train,saran brengos nya buat sopir pariwisata biar semangat bawa tamu sini nya minimal makan rokok nya
"merupakan salah satu restoran yang sudah buka lama di bandung . kemarin dicoba triliun - bone dengan baked potato dan salad , enak banget . tempat ini sangat di rekomendasi untuk di ku njungi sama keluarga maupun sama pasangan",positive,train,rupa salah satu restoran sudah buka lama bandung kemarin coba triliun bone baked potato salad enak banget tempat sangat rekomendasi di ku njungi sama keluarga maupun sama pasang
arif membeli jaket billabong yang terbaru,neutral,train,arif beli jaket billabong baru
